,sentence,word,nell_category,word_tag,nell_category_tag,word_is_category,distance_from_category,number_of_occurrences,is_category_candidate
357,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",b-list,actor,JJ,NNS,no,1,3,
358,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",age,female,NN,NN,no,3,2,
359,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female "," 17,",female,nan,NN,no,58,2,
360,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",brunnete,female,JJ,NN,no,2,1,
361,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ","
2.",female,nan,NN,no,58,1,
362,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",age,female,NN,NN,no,3,2,
363,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female "," 17,",female,nan,NN,no,58,2,
364,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",blonde,male,NN,NN,no,5,2,
365,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ","
3.",male,nan,NN,no,58,1,
366,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",age,male,NN,NN,no,17,2,
367,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female "," 17,",male,nan,NN,no,58,2,
368,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",blonde,male,NN,NN,no,5,2,
369,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ","
4.",male,nan,NN,no,58,1,
370,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female ",age,male,NN,NN,no,17,2,
371,"I am looking for A or B-list actors that fit the following discriptions 
1. Age 17, female, brunnete 
2. Age 17, female, blonde 
3. Age 17, male, short hair, blonde 
4. Age 17, male, long hair, brunnete 
5. Age 14, brown hair, large chest, female "," 17,",male,nan,NN,no,58,2,
